Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,City,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Season,AgeGroup,Gender
1076,CA-2017-134348,2017-12-11,2017-11-19,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Arizona,Mesa,85204.0,West,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,31.984,Fall,36-60,Female
1077,CA-2017-161781,2017-09-29,2017-09-30,First Class,CC-12100,Chad Cunningham,Home Office,United States,Indiana,Columbus,47201.0,Central,OFF-AR-10000255,Office Supplies,Art,Newell 328,40.88,Fall,36-60,Female
1078,CA-2018-132521,2018-09-23,2018-09-25,Second Class,DW-13540,Don Weiss,Consumer,United States,Washington,Seattle,98105.0,West,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96,Fall,18-35,Male
1079,CA-2018-132521,2018-09-23,2018-09-25,Second Class,DW-13540,Don Weiss,Consumer,United States,Washington,Seattle,98105.0,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,Fall,18-35,Male
1080,CA-2018-132521,2018-09-23,2018-09-25,Second Class,DW-13540,Don Weiss,Consumer,United States,Washington,Seattle,98105.0,West,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,6.88,Fall,18-35,Male
1081,CA-2016-110016,2016-11-29,2016-04-12,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Michigan,Detroit,48227.0,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,19.92,Fall,36-60,Female
1082,CA-2016-110016,2016-11-29,2016-04-12,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Michigan,Detroit,48227.0,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",1106.91,Fall,36-60,Female
1083,US-2017-143819,2017-01-03,2017-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York,Yonkers,10701.0,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.592,Spring,18-35,Female
1084,US-2017-143819,2017-01-03,2017-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York,Yonkers,10701.0,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,Spring,18-35,Female
1085,US-2017-143819,2017-01-03,2017-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York,Yonkers,10701.0,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,Spring,18-35,Female
1086,US-2017-143819,2017-01-03,2017-05-03,Standard Class,KD-16270,Karen Daniels,Consumer,United States,New York,Yonkers,10701.0,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,Spring,18-35,Female
1087,CA-2017-167584,2017-12-08,2017-12-08,Same Day,LC-16870,Lena Cacioppo,Consumer,United States,Iowa,Des Moines,50315.0,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,Summer,36-60,Female
1088,CA-2017-166163,2017-08-15,2017-08-20,Second Class,CY-12745,Craig Yedwab,Corporate,United States,California,Oakland,94601.0,West,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),71.976,Summer,36-60,Female
1089,CA-2017-166163,2017-08-15,2017-08-20,Second Class,CY-12745,Craig Yedwab,Corporate,United States,California,Oakland,94601.0,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,3.15,Summer,36-60,Female
1090,CA-2018-158407,2018-04-06,2018-10-06,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,North Carolina,Monroe,28110.0,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,Summer,18-35,Female
1091,CA-2018-158407,2018-04-06,2018-10-06,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,North Carolina,Monroe,28110.0,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,71.984,Summer,18-35,Female
1092,CA-2016-143490,2016-06-12,2016-12-13,Standard Class,NP-18325,Naresj Patel,Consumer,United States,California,San Diego,92105.0,West,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,Winter,36-60,Male
1093,CA-2016-143490,2016-06-12,2016-12-13,Standard Class,NP-18325,Naresj Patel,Consumer,United States,California,San Diego,92105.0,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,219.184,Winter,36-60,Male
1094,CA-2016-165085,2016-12-27,2016-12-31,Standard Class,BT-11485,Brad Thomas,Home Office,United States,Maryland,Clinton,20735.0,East,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,28.9,Winter,36-60,Female
1095,CA-2016-165085,2016-12-27,2016-12-31,Standard Class,BT-11485,Brad Thomas,Home Office,United States,Maryland,Clinton,20735.0,East,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,355.96,Winter,36-60,Female
1096,CA-2018-160423,2018-01-21,2018-01-26,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,North Carolina,Charlotte,28205.0,South,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",348.208,Winter,18-35,Male
1097,CA-2018-160423,2018-01-21,2018-01-26,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,North Carolina,Charlotte,28205.0,South,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,35.784,Winter,18-35,Male
1098,CA-2015-159338,2015-06-25,2015-06-28,First Class,NS-18640,Noel Staavos,Corporate,United States,California,Los Angeles,90049.0,West,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,Summer,18-35,Female
1099,CA-2017-107216,2017-06-14,2017-06-17,First Class,PV-18985,Paul Van Hugh,Home Office,United States,California,San Francisco,94122.0,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,7.04,Summer,18-35,Female
1100,CA-2017-107216,2017-06-14,2017-06-17,First Class,PV-18985,Paul Van Hugh,Home Office,United States,California,San Francisco,94122.0,West,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73,Summer,18-35,Female
1101,CA-2017-107216,2017-06-14,2017-06-17,First Class,PV-18985,Paul Van Hugh,Home Office,United States,California,San Francisco,94122.0,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29,Summer,18-35,Female
1102,CA-2017-107216,2017-06-14,2017-06-17,First Class,PV-18985,Paul Van Hugh,Home Office,United States,California,San Francisco,94122.0,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64,Summer,18-35,Female
1103,US-2018-145863,2018-04-21,2018-04-27,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Texas,Houston,77041.0,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,Spring,18-35,Female
1104,US-2018-145863,2018-04-21,2018-04-27,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Texas,Houston,77041.0,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,2.934,Spring,18-35,Female
1105,CA-2017-112340,2017-10-21,2017-10-27,Standard Class,NM-18520,Neoma Murray,Consumer,United States,California,Riverside,92503.0,West,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",22.92,Fall,36-60,Female
1106,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Texas,Houston,77041.0,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",100.704,Fall,18-35,Female
1107,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Texas,Houston,77041.0,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.328,Fall,18-35,Female
1108,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Texas,Houston,77041.0,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,Fall,18-35,Female
1109,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Texas,Houston,77041.0,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.368,Fall,18-35,Female
1110,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Texas,Houston,77041.0,Central,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.968,Fall,18-35,Female
1111,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Texas,Houston,77041.0,Central,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,Fall,18-35,Female
1112,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Texas,Houston,77041.0,Central,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,10.368,Fall,18-35,Female
1113,US-2017-110156,2017-11-19,2017-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Texas,Houston,77041.0,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192,Fall,18-35,Female
1114,CA-2018-140585,2018-12-18,2018-12-23,Second Class,RA-19915,Russell Applegate,Consumer,United States,California,Encinitas,92024.0,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.672,Winter,18-35,Female
1115,CA-2018-140585,2018-12-18,2018-12-23,Second Class,RA-19915,Russell Applegate,Consumer,United States,California,Encinitas,92024.0,West,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,Winter,18-35,Female
1116,CA-2018-140585,2018-12-18,2018-12-23,Second Class,RA-19915,Russell Applegate,Consumer,United States,California,Encinitas,92024.0,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,119.98,Winter,18-35,Female
1117,CA-2017-144855,2017-07-22,2017-07-24,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,California,San Francisco,94110.0,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,6.3,Summer,<18,Female
1118,CA-2016-142755,2016-04-09,2016-08-09,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Georgia,Roswell,30076.0,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,279.9,Fall,<18,Female
1119,CA-2016-142755,2016-04-09,2016-08-09,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Georgia,Roswell,30076.0,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,Fall,<18,Female
1120,CA-2016-142755,2016-04-09,2016-08-09,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Georgia,Roswell,30076.0,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,Fall,<18,Female
1121,CA-2016-142755,2016-04-09,2016-08-09,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Georgia,Roswell,30076.0,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,Fall,<18,Female
1122,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Arkansas,Jonesboro,72401.0,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,Winter,36-60,Female
1123,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Arkansas,Jonesboro,72401.0,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,22.96,Winter,36-60,Female
1124,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Arkansas,Jonesboro,72401.0,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,Winter,36-60,Female
1125,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Arkansas,Jonesboro,72401.0,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,Winter,36-60,Female
1126,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Arkansas,Jonesboro,72401.0,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,23.34,Winter,36-60,Female
1127,US-2015-147627,2015-01-20,2015-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Arkansas,Jonesboro,72401.0,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94,Winter,36-60,Female
1128,CA-2016-105970,2016-02-03,2016-07-03,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Indiana,Richmond,47374.0,Central,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,10.16,Spring,18-35,Male
1129,CA-2016-105970,2016-02-03,2016-07-03,Standard Class,PA-19060,Pete Armstrong,Home Office,United States,Indiana,Richmond,47374.0,Central,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,101.88,Spring,18-35,Male
1130,CA-2017-112102,2017-12-04,2017-04-16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Virginia,Springfield,22153.0,South,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,343.92,Spring,36-60,Female
1131,CA-2017-112102,2017-12-04,2017-04-16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Virginia,Springfield,22153.0,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,40.99,Spring,36-60,Female
1132,CA-2017-112102,2017-12-04,2017-04-16,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Virginia,Springfield,22153.0,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9,Spring,36-60,Female
1133,US-2017-114776,2017-06-12,2017-07-12,First Class,GG-14650,Greg Guthrie,Corporate,United States,California,Antioch,94509.0,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,19.44,Winter,<18,Female
1134,US-2017-134908,2017-05-06,2017-09-06,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Pennsylvania,Philadelphia,19134.0,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",124.608,Summer,36-60,Female
1135,US-2017-134908,2017-05-06,2017-09-06,Standard Class,JS-15940,Joni Sundaresam,Home Office,United States,Pennsylvania,Philadelphia,19134.0,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,7.56,Summer,36-60,Female
1136,US-2017-148803,2017-11-12,2017-11-12,Same Day,LR-16915,Lena Radford,Consumer,United States,Florida,Homestead,33030.0,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,85.224,Winter,<18,Female
1137,CA-2017-152170,2017-12-11,2017-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,Indiana,La Porte,46350.0,Central,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",287.52,Fall,<18,Male
1138,CA-2017-152170,2017-12-11,2017-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,Indiana,La Porte,46350.0,Central,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68,Fall,<18,Male
1139,CA-2017-152170,2017-12-11,2017-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,Indiana,La Porte,46350.0,Central,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,19.98,Fall,<18,Male
1140,CA-2017-152170,2017-12-11,2017-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,Indiana,La Porte,46350.0,Central,OFF-AR-10003394,Office Supplies,Art,Newell 332,20.58,Fall,<18,Male
1141,CA-2017-152170,2017-12-11,2017-11-15,Second Class,FH-14275,Frank Hawley,Corporate,United States,Indiana,La Porte,46350.0,Central,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,17.38,Fall,<18,Male
1142,CA-2015-146969,2015-09-29,2015-03-10,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,California,Los Angeles,90045.0,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,Fall,18-35,Female
1143,CA-2015-146969,2015-09-29,2015-03-10,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,California,Los Angeles,90045.0,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,8.72,Fall,18-35,Female
1144,CA-2015-146969,2015-09-29,2015-03-10,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,California,Los Angeles,90045.0,West,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,6.48,Fall,18-35,Female
1145,CA-2015-146969,2015-09-29,2015-03-10,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,California,Los Angeles,90045.0,West,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32,Fall,18-35,Female
1146,CA-2015-146969,2015-09-29,2015-03-10,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,California,Los Angeles,90045.0,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,Fall,18-35,Female
1147,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Michigan,Lansing,48911.0,Central,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,644.076,Spring,60+,Female
1148,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Michigan,Lansing,48911.0,Central,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5.84,Spring,60+,Female
1149,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Michigan,Lansing,48911.0,Central,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,Spring,60+,Female
1150,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Michigan,Lansing,48911.0,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,10.95,Spring,60+,Female
1151,CA-2016-112452,2016-04-04,2016-04-04,Same Day,NC-18340,Nat Carroll,Consumer,United States,Michigan,Lansing,48911.0,Central,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98,Spring,60+,Female
1152,CA-2016-113971,2016-08-05,2016-05-14,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Ohio,Cuyahoga Falls,44221.0,East,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,Spring,18-35,Male
1153,CA-2017-160395,2017-12-31,2018-06-01,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Nevada,Reno,89502.0,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",3.64,Winter,18-35,Female
1154,CA-2017-160395,2017-12-31,2018-06-01,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Nevada,Reno,89502.0,West,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',159.768,Winter,18-35,Female
1155,CA-2015-136567,2015-12-20,2015-12-21,First Class,PS-19045,Penelope Sewall,Home Office,United States,Virginia,Harrisonburg,22801.0,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122.48,Winter,18-35,Male
1156,CA-2015-136567,2015-12-20,2015-12-21,First Class,PS-19045,Penelope Sewall,Home Office,United States,Virginia,Harrisonburg,22801.0,South,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2244.48,Winter,18-35,Male
1157,CA-2015-136567,2015-12-20,2015-12-21,First Class,PS-19045,Penelope Sewall,Home Office,United States,Virginia,Harrisonburg,22801.0,South,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,Winter,18-35,Male
1158,CA-2015-136567,2015-12-20,2015-12-21,First Class,PS-19045,Penelope Sewall,Home Office,United States,Virginia,Harrisonburg,22801.0,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",455.1,Winter,18-35,Male
1159,CA-2017-149314,2017-02-07,2017-07-07,Second Class,GB-14530,George Bell,Corporate,United States,California,Los Angeles,90004.0,West,FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,195.184,Summer,18-35,Female
1160,CA-2018-147039,2018-06-29,2018-04-07,Standard Class,AA-10315,Alex Avila,Consumer,United States,Minnesota,Minneapolis,55407.0,Central,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",362.94,Summer,18-35,Female
1161,CA-2018-147039,2018-06-29,2018-04-07,Standard Class,AA-10315,Alex Avila,Consumer,United States,Minnesota,Minneapolis,55407.0,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,11.54,Summer,18-35,Female
1162,CA-2015-126522,2015-01-09,2015-05-09,Second Class,LT-16765,Larry Tron,Consumer,United States,California,Escondido,92025.0,West,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",53.94,Fall,18-35,Male
1163,CA-2015-127964,2015-03-03,2015-08-03,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York,New York City,10035.0,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,9.99,Spring,18-35,Female
1164,CA-2015-127964,2015-03-03,2015-08-03,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York,New York City,10035.0,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,125.76,Spring,18-35,Female
1165,CA-2015-127964,2015-03-03,2015-08-03,Standard Class,AP-10720,Anne Pryor,Home Office,United States,New York,New York City,10035.0,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32,Spring,18-35,Female
1166,CA-2015-117709,2015-04-05,2015-08-05,Standard Class,PM-18940,Paul MacIntyre,Consumer,United States,Michigan,Jackson,49201.0,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,46.8,Spring,18-35,Female
1167,CA-2016-125416,2016-02-11,2016-02-11,Same Day,KC-16540,Kelly Collister,Consumer,United States,Washington,Seattle,98115.0,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,447.93,Fall,<18,Female
1168,CA-2018-145226,2018-08-12,2018-10-12,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York,New York City,10035.0,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,Winter,18-35,Female
1169,CA-2018-145226,2018-08-12,2018-10-12,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York,New York City,10035.0,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,272.94,Winter,18-35,Female
1170,CA-2018-145226,2018-08-12,2018-10-12,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York,New York City,10035.0,East,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,19.44,Winter,18-35,Female
1171,CA-2018-145226,2018-08-12,2018-10-12,Second Class,DL-13315,Delfina Latchford,Consumer,United States,New York,New York City,10035.0,East,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,31.92,Winter,18-35,Female
1172,US-2015-100279,2015-10-03,2015-03-14,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Michigan,Royal Oak,48073.0,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,Spring,18-35,Female
1173,CA-2015-158064,2015-04-21,2015-04-25,Standard Class,AA-10375,Allen Armold,Consumer,United States,California,Los Angeles,90008.0,West,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,16.52,Spring,60+,Female
1174,US-2016-104430,2016-10-22,2016-10-26,Standard Class,LT-17110,Liz Thompson,Consumer,United States,Illinois,Bloomington,61701.0,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,5.176,Fall,18-35,Male
1175,CA-2016-132080,2016-08-22,2016-08-25,First Class,DP-13105,Dave Poirier,Corporate,United States,New York,New York City,10035.0,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,Summer,36-60,Female
1176,CA-2017-161207,2017-08-29,2017-03-09,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,New Hampshire,Concord,3301.0,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,Summer,36-60,Male
1177,CA-2015-120243,2015-12-27,2015-12-30,Second Class,AT-10435,Alyssa Tate,Home Office,United States,California,Los Angeles,90004.0,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,11.56,Winter,18-35,Female
1178,CA-2017-113621,2017-01-12,2017-05-12,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Maryland,Rockville,20852.0,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,172.5,Winter,36-60,Female
1179,CA-2017-113621,2017-01-12,2017-05-12,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Maryland,Rockville,20852.0,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,179.97,Winter,36-60,Female
1180,CA-2017-168081,2017-04-24,2017-04-27,Second Class,CA-12055,Cathy Armstrong,Home Office,United States,Texas,Houston,77070.0,Central,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,258.696,Spring,36-60,Male
1181,CA-2015-128146,2015-06-21,2015-06-25,Standard Class,DB-13060,Dave Brooks,Consumer,United States,New Jersey,Lakewood,8701.0,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,Summer,18-35,Female
1182,CA-2015-128146,2015-06-21,2015-06-25,Standard Class,DB-13060,Dave Brooks,Consumer,United States,New Jersey,Lakewood,8701.0,East,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,Summer,18-35,Female
1183,CA-2018-138779,2018-01-14,2018-01-15,First Class,RB-19570,Rob Beeghly,Consumer,United States,North Carolina,Jacksonville,28540.0,South,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",21.744,Winter,<18,Female
1184,CA-2018-138779,2018-01-14,2018-01-15,First Class,RB-19570,Rob Beeghly,Consumer,United States,North Carolina,Jacksonville,28540.0,South,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,7.92,Winter,<18,Female
